station,date,prcp,tobs
USC00519397,2017-07-05,0.0,26.7
USC00519397,2017-07-06,0.0,27.2
USC00519397,2017-07-07,0.0,26.1
USC00519397,2017-07-08,0.0,26.7
USC00519397,2017-07-09,0.0,26.7
USC00519397,2017-07-10,0.0,26.7
USC00519397,2017-07-11,0.0,25.6
USC00519397,2017-07-12,0.0,27.2
USC00519397,2017-07-13,1.8,26.1
USC00519397,2017-07-14,0.5,27.2
USC00519397,2017-07-15,0.0,26.7
USC00519397,2017-07-16,0.5,25.6
USC00519397,2017-07-17,0.8,26.7
USC00519397,2017-07-18,1.3,26.7
USC00519397,2017-07-20,0.8,26.7
USC00519397,2017-07-21,0.0,26.7
USC00519397,2017-07-22,0.8,27.2
USC00519397,2017-07-23,0.0,27.2
USC00519397,2017-07-24,1.3,25.6
USC00519397,2017-07-25,0.0,26.7
USC00519397,2017-07-26,0.0,27.8
USC00519397,2017-07-27,0.0,26.1
USC00519397,2017-07-28,0.0,27.2
USC00519397,2017-07-29,0.0,27.2
USC00519397,2017-07-30,0.0,27.2
USC00519397,2017-07-31,0.0,26.7
USC00519397,2017-08-01,0.5,25.0
USC00519397,2017-08-02,0.0,22.8
USC00519397,2017-08-03,0.0,26.1
USC00519397,2017-08-04,0.5,26.7
USC00519397,2017-08-05,0.0,27.2
USC00519397,2017-08-06,0.0,26.7
USC00519397,2017-08-07,0.0,26.7
USC00519397,2017-08-08,0.0,26.7
USC00519397,2017-08-09,0.0,26.7
USC00519397,2017-08-10,0.0,27.2
USC00519397,2017-08-11,0.0,25.6
USC00519397,2017-08-12,0.0,26.7
USC00519397,2017-08-13,0.0,27.2
USC00519397,2017-08-14,0.0,26.1
USC00519397,2017-08-15,0.5,25.6
USC00519397,2017-08-18,0.0,26.7
USC00519397,2017-08-19,0.0,26.1
USC00519397,2017-08-20,0.0,27.2
USC00519397,2017-08-21,0.0,27.2
USC00519397,2017-08-22,0.0,27.8
USC00519397,2017-08-23,0.0,27.2
USC00513117,2010-01-01,7.1,19.4
USC00513117,2010-01-02,0.0,18.3
USC00513117,2010-01-03,0.0,23.9
USC00513117,2010-01-04,0.0,24.4
USC00513117,2010-01-05,0.0,24.4
USC00513117,2010-01-06,0.5,24.4
USC00513117,2010-01-07,9.7,21.1
USC00513117,2010-01-08,0.3,18.9
USC00513117,2010-01-09,0.0,20.6
USC00513117,2010-01-10,0.0,23.3
USC00513117,2010-01-11,0.8,19.4
USC00513117,2010-01-12,0.0,17.8
USC00513117,2010-01-13,0.0,17.8
USC00513117,2010-01-14,0.0,18.3
USC00513117,2010-01-15,0.0,20.6
USC00513117,2010-01-16,0.0,21.7
USC00513117,2010-01-17,0.0,20.6
USC00513117,2010-01-18,0.0,22.8
USC00513117,2010-01-19,0.0,22.8
USC00513117,2010-01-20,0.3,22.2
USC00513117,2010-01-21,1.0,21.1
USC00513117,2010-01-22,0.0,18.3
USC00513117,2010-01-23,0.0,22.8
USC00513117,2010-01-24,0.0,23.3
USC00513117,2010-01-25,0.0,20.0
USC00513117,2010-01-26,0.0,25.0
USC00513117,2010-01-27,3.0,21.7
USC00513117,2010-01-28,4.8,20.0
USC00513117,2010-01-29,4.8,20.0
USC00513117,2010-01-30,43.2,20.6
USC00513117,2010-01-31,7.1,22.8
USC00513117,2010-02-01,0.3,20.6
USC00513117,2010-02-02,0.0,21.1
USC00513117,2010-02-03,7.9,18.9
USC00513117,2010-02-04,0.0,20.6
USC00513117,2010-02-05,0.0,21.1
USC00513117,2010-02-06,1.5,18.9
USC00513117,2010-02-07,0.0,18.9
USC00513117,2010-02-08,0.0,21.7
USC00513117,2010-02-09,0.0,22.2
USC00513117,2010-02-10,0.0,18.3
USC00513117,2010-02-13,,21.7
USC00513117,2010-02-14,0.0,19.4
USC00513117,2010-02-15,0.0,22.2
USC00513117,2010-02-16,0.0,17.8
USC00513117,2010-02-17,0.5,20.6
USC00513117,2010-02-18,0.0,20.0
USC00513117,2010-02-19,1.3,17.2
USC00513117,2010-02-20,4.3,18.9
USC00513117,2010-02-21,1.0,18.9
USC00513117,2010-02-22,22.1,18.9
USC00513117,2010-02-23,0.0,18.3
USC00513117,2010-02-24,0.0,18.3
USC00513117,2010-02-25,0.0,21.1
USC00513117,2010-02-26,0.0,23.3
USC00513117,2010-02-27,0.0,21.1
USC00513117,2010-02-28,0.0,21.1
USC00513117,2010-03-01,1.0,21.1
USC00513117,2010-03-02,0.0,21.7
USC00513117,2010-03-03,0.0,21.7
USC00513117,2010-03-04,8.4,20.0
USC00513117,2010-03-05,5.3,20.6
USC00513117,2010-03-06,2.3,21.7
USC00513117,2010-03-07,0.0,21.1
USC00513117,2010-03-08,8.6,21.1
USC00513117,2010-03-09,1.3,20.0
USC00513117,2010-03-10,1.0,21.1
USC00513117,2010-03-11,2.3,21.7
USC00513117,2010-03-12,0.8,21.7
USC00513117,2010-03-13,0.0,21.1
USC00513117,2010-03-14,0.0,22.2
USC00513117,2010-03-15,4.1,21.1
USC00513117,2010-03-16,4.1,21.7
USC00513117,2010-03-17,10.2,18.9
USC00513117,2010-03-18,11.2,18.9
USC00513117,2010-03-19,2.0,20.6
USC00513117,2010-03-20,0.3,20.6
USC00513117,2010-03-21,0.0,21.7
USC00513117,2010-03-22,0.0,20.0
USC00513117,2010-03-23,0.0,19.4
USC00513117,2010-03-24,0.8,22.2
USC00513117,2010-03-25,0.3,22.2
USC00513117,2010-03-26,0.5,21.7
USC00513117,2010-03-27,0.3,21.7
USC00513117,2010-03-28,0.3,21.7
USC00513117,2010-03-29,0.0,22.2
USC00513117,2010-03-30,0.5,22.8
USC00513117,2010-03-31,0.5,21.7
USC00513117,2010-04-01,0.3,22.8
USC00513117,2010-04-02,0.5,21.7
USC00513117,2010-04-03,0.8,22.2
USC00513117,2010-04-04,3.3,21.7
USC00513117,2010-04-05,4.8,21.7
USC00513117,2010-04-06,1.8,20.6
USC00513117,2010-04-07,13.0,21.1
USC00513117,2010-04-08,0.0,22.8
USC00513117,2010-04-09,6.1,20.6
USC00513117,2010-04-10,0.8,22.2
USC00513117,2010-04-11,0.8,20.6
USC00513117,2010-04-12,0.3,21.7
USC00513117,2010-04-13,1.5,21.7
USC00513117,2010-04-14,1.8,20.6
USC00513117,2010-04-15,0.0,20.6
USC00513117,2010-04-16,0.8,19.4
USC00513117,2010-04-17,0.5,20.6
USC00513117,2010-04-18,0.0,21.1
USC00513117,2010-04-19,0.3,21.7
USC00513117,2010-04-20,1.5,21.1
USC00513117,2010-04-21,0.0,22.2
USC00513117,2010-04-22,0.0,22.2
USC00513117,2010-04-23,3.3,21.7
USC00513117,2010-04-24,3.8,22.8
USC00513117,2010-04-25,0.0,23.3
USC00513117,2010-04-26,0.0,22.2
USC00513117,2010-04-27,0.3,22.2
USC00513117,2010-04-28,1.8,21.7
USC00513117,2010-04-29,0.3,23.3
USC00513117,2010-04-30,0.5,23.3
USC00513117,2010-05-01,0.5,22.2
USC00513117,2010-05-02,0.8,22.2
USC00513117,2010-05-03,22.6,22.2
USC00513117,2010-05-04,1.8,22.8
USC00513117,2010-05-05,0.0,23.3
USC00513117,2010-05-06,0.0,22.8
USC00513117,2010-05-07,2.0,22.2
USC00513117,2010-05-08,0.3,24.4
USC00513117,2010-05-09,0.0,22.8
USC00513117,2010-05-10,0.0,23.3
USC00513117,2010-05-11,0.0,23.3
USC00513117,2010-05-12,0.3,22.8
USC00513117,2010-05-13,0.3,23.9
USC00513117,2010-05-14,0.0,23.3
USC00513117,2010-05-15,1.5,20.6
USC00513117,2010-05-16,2.5,23.3
USC00513117,2010-05-17,0.0,22.8
USC00513117,2010-05-18,0.0,23.3
USC00513117,2010-05-19,0.0,22.8
USC00513117,2010-05-20,2.0,22.2
USC00513117,2010-05-21,1.3,22.8
USC00513117,2010-05-22,1.3,23.9
USC00513117,2010-05-23,1.0,23.3
USC00513117,2010-05-24,1.8,23.3
USC00513117,2010-05-25,2.3,23.3
USC00513117,2010-05-26,2.0,23.3
USC00513117,2010-05-27,0.0,23.3
USC00513117,2010-05-28,0.0,21.7
USC00513117,2010-05-29,0.3,23.3
USC00513117,2010-05-30,0.0,23.9
USC00513117,2010-05-31,0.5,23.9
USC00513117,2010-06-01,0.8,23.3
USC00513117,2010-06-02,0.0,24.4
USC00513117,2010-06-03,0.0,23.9
USC00513117,2010-06-04,0.0,23.9
USC00513117,2010-06-05,0.0,23.3
USC00513117,2010-06-06,0.0,23.9
USC00513117,2010-06-07,0.5,23.9
USC00513117,2010-06-08,0.0,23.9
USC00513117,2010-06-09,0.0,23.9
USC00513117,2010-06-10,0.5,23.9
USC00513117,2010-06-11,0.0,28.3
USC00513117,2010-06-12,0.0,23.9
USC00513117,2010-06-13,0.3,24.4
USC00513117,2010-06-14,1.5,22.8
USC00513117,2010-06-15,0.0,23.3
USC00513117,2010-06-16,0.3,23.3
USC00513117,2010-06-17,0.5,23.9
USC00513117,2010-06-18,1.5,21.1
USC00513117,2010-06-19,3.3,23.3
USC00513117,2010-06-20,0.5,23.9
USC00513117,2010-06-21,0.3,23.9
USC00513117,2010-06-22,0.0,23.9
USC00513117,2010-06-23,0.0,23.9
USC00513117,2010-06-24,0.3,23.9
USC00513117,2010-06-25,1.3,23.3
USC00513117,2010-06-26,6.1,22.2
USC00513117,2010-06-27,0.8,24.4
USC00513117,2010-06-28,2.8,22.8
USC00513117,2010-06-29,0.0,23.9
USC00513117,2010-06-30,0.8,24.4
USC00513117,2010-07-01,0.3,22.8
USC00513117,2010-07-02,3.6,22.2
USC00513117,2010-07-03,1.5,23.9
USC00513117,2010-07-04,1.8,23.9
USC00513117,2010-07-05,0.8,22.2
USC00513117,2010-07-06,1.3,22.2
USC00513117,2010-07-07,2.8,22.8
USC00513117,2010-07-08,1.0,23.3
USC00513117,2010-07-09,1.0,23.3
USC00513117,2010-07-10,2.3,22.8
USC00513117,2010-07-11,0.5,27.2
USC00513117,2010-07-12,0.0,22.2
USC00513117,2010-07-13,0.3,22.2
USC00513117,2010-07-14,11.4,21.1
USC00513117,2010-07-15,1.0,22.2
USC00513117,2010-07-16,0.5,24.4
USC00513117,2010-07-17,1.0,23.9
USC00513117,2010-07-18,1.3,23.9
USC00513117,2010-07-19,3.0,23.3
USC00513117,2010-07-20,5.3,23.9
USC00513117,2010-07-21,0.0,23.3
USC00513117,2010-07-22,3.8,24.4
USC00513117,2010-07-23,2.3,22.8
USC00513117,2010-07-24,0.0,25.0
USC00513117,2010-07-25,0.0,25.0
USC00513117,2010-07-26,0.0,24.4
USC00513117,2010-07-27,0.8,22.2
USC00513117,2010-07-28,11.7,23.9
USC00513117,2010-07-29,0.5,23.9
USC00513117,2010-07-30,0.3,24.4
USC00513117,2010-07-31,0.5,25.0
USC00513117,2010-08-01,4.1,22.2
USC00513117,2010-08-02,3.8,23.3
USC00513117,2010-08-03,1.0,23.3
USC00513117,2010-08-04,3.0,23.3
USC00513117,2010-08-05,3.3,22.2
USC00513117,2010-08-06,0.0,23.9
USC00513117,2010-08-07,1.3,23.3
USC00513117,2010-08-08,2.5,22.8
USC00513117,2010-08-09,1.0,24.4
USC00513117,2010-08-10,0.0,24.4
USC00513117,2010-08-11,0.0,22.2
USC00513117,2010-08-12,0.5,24.4
USC00513117,2010-08-13,4.8,24.4
USC00513117,2010-08-14,0.0,23.9
USC00513117,2010-08-15,0.0,23.9
USC00513117,2010-08-16,3.0,21.1
USC00513117,2010-08-17,6.1,22.2
USC00513117,2010-08-18,2.0,22.8
USC00513117,2010-08-19,1.5,24.4
USC00513117,2010-08-20,0.3,24.4
USC00513117,2010-08-21,0.0,24.4
USC00513117,2010-08-22,0.5,23.9
USC00513117,2010-08-23,0.0,24.4
USC00513117,2010-08-24,2.0,23.3
USC00513117,2010-08-25,6.4,22.8
USC00513117,2010-08-26,1.3,23.3
USC00513117,2010-08-27,5.3,23.9
USC00513117,2010-08-28,0.0,24.4
USC00513117,2010-08-29,2.5,24.4
USC00513117,2010-08-30,0.5,24.4
USC00513117,2010-08-31,0.0,24.4
USC00513117,2010-09-01,0.0,23.9
USC00513117,2010-09-02,0.8,22.8
USC00513117,2010-09-03,7.4,22.2
USC00513117,2010-09-04,1.0,22.8
USC00513117,2010-09-05,2.0,23.3
USC00513117,2010-09-06,0.3,23.9
USC00513117,2010-09-07,0.8,23.9
USC00513117,2010-09-08,0.3,23.9
USC00513117,2010-09-09,0.3,23.9
USC00513117,2010-09-10,0.8,24.4
USC00513117,2010-09-11,0.5,25.0
USC00513117,2010-09-12,0.0,24.4
USC00513117,2010-09-13,0.0,23.9
USC00513117,2010-09-14,0.3,24.4
USC00513117,2010-09-15,0.0,24.4
USC00513117,2010-09-16,0.3,25.0
USC00513117,2010-09-17,0.0,24.4
USC00513117,2010-09-18,0.8,24.4
USC00513117,2010-09-19,2.0,25.6
USC00513117,2010-09-20,0.8,25.0
USC00513117,2010-09-21,0.5,23.9
USC00513117,2010-09-22,12.7,23.3
USC00513117,2010-09-23,8.4,23.9
USC00513117,2010-09-24,0.0,23.9
USC00513117,2010-09-25,0.0,24.4
USC00513117,2010-09-27,,22.2
USC00513117,2010-09-28,0.0,22.8
USC00513117,2010-09-29,0.0,22.8
USC00513117,2010-09-30,0.5,22.8
USC00513117,2010-10-01,10.9,22.2
USC00513117,2010-10-02,4.1,24.4
USC00513117,2010-10-03,1.8,27.8
USC00513117,2010-10-04,1.5,24.4
USC00513117,2010-10-05,1.8,25.0
USC00513117,2010-10-06,0.0,24.4
USC00513117,2010-10-07,0.0,23.3
USC00513117,2010-10-08,0.0,22.2
USC00513117,2010-10-09,0.0,24.4
USC00513117,2010-10-10,0.8,23.9
USC00513117,2010-10-11,1.0,24.4
USC00513117,2010-10-12,1.5,21.7
USC00513117,2010-10-13,0.5,25.0
USC00513117,2010-10-14,0.0,24.4
USC00513117,2010-10-15,0.0,23.3
USC00513117,2010-10-16,0.0,24.4
USC00513117,2010-10-17,4.1,25.0
USC00513117,2010-10-18,0.5,21.7
USC00513117,2010-10-19,0.0,22.2
USC00513117,2010-10-20,0.0,21.7
USC00513117,2010-10-21,1.0,22.8
USC00513117,2010-10-22,0.0,24.4
USC00513117,2010-10-23,0.0,28.9
USC00513117,2010-10-24,0.0,24.4
USC00513117,2010-10-25,0.0,25.0
USC00513117,2010-10-26,4.1,24.4
USC00513117,2010-10-27,1.5,24.4
USC00513117,2010-10-28,2.3,24.4
USC00513117,2010-10-29,2.5,23.9
USC00513117,2010-10-30,2.8,23.3
USC00513117,2010-10-31,0.0,21.7
USC00513117,2010-11-01,10.7,22.8
USC00513117,2010-11-02,2.5,21.1
USC00513117,2010-11-03,0.0,21.7
USC00513117,2010-11-04,9.9,22.8
USC00513117,2010-11-05,1.8,23.9
USC00513117,2010-11-06,2.5,23.9
USC00513117,2010-11-07,5.3,23.9
USC00513117,2010-11-08,0.0,23.9
USC00513117,2010-11-09,0.3,23.9
USC00513117,2010-11-10,0.0,24.4
USC00513117,2010-11-11,0.0,23.9
USC00513117,2010-11-12,0.0,23.9
USC00513117,2010-11-13,0.8,23.9
USC00513117,2010-11-14,0.5,23.3
USC00513117,2010-11-15,8.9,23.9
USC00513117,2010-11-16,0.3,23.3
USC00513117,2010-11-17,0.0,21.1
USC00513117,2010-11-18,0.0,21.7
USC00513117,2010-11-19,4.8,21.7
USC00513117,2010-11-20,0.5,21.7
USC00513117,2010-11-21,0.0,21.7
USC00513117,2010-11-22,0.5,20.0
USC00513117,2010-11-23,0.0,20.6
USC00513117,2010-11-24,0.0,23.9
USC00513117,2010-11-25,4.1,23.9
USC00513117,2010-11-26,0.0,23.3
USC00513117,2010-11-27,0.8,23.3
USC00513117,2010-11-28,12.4,21.7
USC00513117,2010-11-29,1.0,21.1
USC00513117,2010-11-30,3.8,22.8
USC00513117,2010-12-01,19.3,22.8
USC00513117,2010-12-02,3.3,22.2
USC00513117,2010-12-03,4.1,22.8
USC00513117,2010-12-04,0.0,23.3
USC00513117,2010-12-05,0.0,22.8
USC00513117,2010-12-06,0.0,18.9
USC00513117,2010-12-07,0.0,17.8
USC00513117,2010-12-08,0.0,18.9
USC00513117,2010-12-09,0.0,23.9
USC00513117,2010-12-10,49.5,18.3
USC00513117,2010-12-11,15.7,20.6
USC00513117,2010-12-12,3.8,21.7
USC00513117,2010-12-13,11.9,20.6
USC00513117,2010-12-14,0.0,25.6
USC00513117,2010-12-15,0.0,23.3
USC00513117,2010-12-16,0.0,20.0
USC00513117,2010-12-17,0.0,20.0
USC00513117,2010-12-18,0.0,21.1
USC00513117,2010-12-19,80.8,21.1
USC00513117,2010-12-20,125.5,21.7
USC00513117,2010-12-21,10.9,21.7
USC00513117,2010-12-22,0.3,21.7
USC00513117,2010-12-23,0.5,21.7
USC00513117,2010-12-24,0.0,20.6
USC00513117,2010-12-25,74.9,20.6
USC00513117,2010-12-26,25.1,22.2
USC00513117,2010-12-27,11.7,24.4
USC00513117,2010-12-28,16.0,22.2
USC00513117,2010-12-29,0.5,22.8
USC00513117,2010-12-30,2.8,22.8
USC00513117,2010-12-31,1.3,23.3
USC00513117,2011-01-01,10.7,20.6
USC00513117,2011-01-02,2.8,23.3
USC00513117,2011-01-03,0.3,23.3
USC00513117,2011-01-04,0.0,22.8
USC00513117,2011-01-05,1.0,19.4
USC00513117,2011-01-06,5.3,19.4
USC00513117,2011-01-07,0.5,18.3
USC00513117,2011-01-08,0.3,17.8
USC00513117,2011-01-09,0.0,17.2
USC00513117,2011-01-10,0.0,22.2
USC00513117,2011-01-11,2.8,16.1
USC00513117,2011-01-12,11.7,21.7
USC00513117,2011-01-13,132.3,21.1
USC00513117,2011-01-14,5.6,24.4
USC00513117,2011-01-15,0.0,20.0
USC00513117,2011-01-16,0.0,20.6
USC00513117,2011-01-17,0.8,20.6
USC00513117,2011-01-18,0.0,18.9
USC00513117,2011-01-19,1.3,17.8
USC00513117,2011-01-20,0.3,22.2
USC00513117,2011-01-21,0.3,22.8
USC00513117,2011-01-22,0.0,22.8
USC00513117,2011-01-23,0.0,22.2
USC00513117,2011-01-24,0.3,22.2
USC00513117,2011-01-25,0.0,18.3
USC00513117,2011-01-26,0.0,19.4
USC00513117,2011-01-27,0.0,22.2
USC00513117,2011-01-28,0.0,22.2
USC00513117,2011-01-29,0.3,20.6
USC00513117,2011-01-30,0.5,22.2
USC00513117,2011-01-31,0.5,21.1
USC00513117,2011-02-01,0.0,19.4
USC00513117,2011-02-02,0.0,22.2
USC00513117,2011-02-03,0.0,20.0
USC00513117,2011-02-04,0.0,18.3
USC00513117,2011-02-05,0.0,21.7
USC00513117,2011-02-06,0.5,24.4
USC00513117,2011-02-07,26.9,20.0
USC00513117,2011-02-08,13.2,21.1
USC00513117,2011-02-09,0.5,21.7
USC00513117,2011-02-10,0.8,21.7
USC00513117,2011-02-11,8.4,21.7
USC00513117,2011-02-12,39.1,20.0
USC00513117,2011-02-13,4.8,19.4
USC00513117,2011-02-14,0.0,21.1
USC00513117,2011-02-15,0.0,21.1
USC00513117,2011-02-16,5.1,23.3
USC00513117,2011-02-17,1.3,23.3
USC00513117,2011-02-18,2.5,23.3
USC00513117,2011-02-19,0.0,21.1
USC00513117,2011-02-20,124.0,21.7
USC00513117,2011-02-21,0.0,20.6
USC00513117,2011-02-22,0.5,22.2
USC00513117,2011-02-23,0.0,22.8
USC00513117,2011-02-24,83.8,19.4
USC00513117,2011-02-25,0.0,18.9
USC00513117,2011-02-26,0.0,20.6
USC00513117,2011-02-27,0.5,20.6
USC00513117,2011-02-28,0.0,21.1
USC00513117,2011-03-01,3.6,18.9
USC00513117,2011-03-02,0.0,22.2
USC00513117,2011-03-03,3.0,21.1
USC00513117,2011-03-04,26.7,21.7
USC00513117,2011-03-05,3.3,20.6
USC00513117,2011-03-06,29.5,22.2
USC00513117,2011-03-07,0.3,22.8
USC00513117,2011-03-08,0.8,22.2
USC00513117,2011-03-09,2.3,20.6
USC00513117,2011-03-10,33.8,22.2
USC00513117,2011-03-11,1.8,22.2
USC00513117,2011-03-12,3.6,21.7
USC00513117,2011-03-13,0.0,22.2
USC00513117,2011-03-14,0.0,22.8
USC00513117,2011-03-15,0.0,22.8
USC00513117,2011-03-16,0.3,23.3
USC00513117,2011-03-17,0.3,21.7
USC00513117,2011-03-18,0.8,21.7
USC00513117,2011-03-19,1.0,22.8
USC00513117,2011-03-20,3.6,22.8
USC00513117,2011-03-21,0.0,22.2
USC00513117,2011-03-22,4.6,21.1
USC00513117,2011-03-23,1.0,22.2
USC00513117,2011-03-24,3.0,22.2
USC00513117,2011-03-25,1.8,22.2
USC00513117,2011-03-26,0.5,22.2
USC00513117,2011-03-27,1.0,22.2
USC00513117,2011-03-28,2.0,22.2
USC00513117,2011-03-29,1.3,22.2
USC00513117,2011-03-30,2.0,22.8
USC00513117,2011-03-31,0.0,22.2
USC00513117,2011-04-01,0.8,22.2
USC00513117,2011-04-02,0.3,22.2
USC00513117,2011-04-03,0.3,21.1
USC00513117,2011-04-04,0.0,22.8
USC00513117,2011-04-05,0.0,21.7
USC00513117,2011-04-06,2.3,21.1
USC00513117,2011-04-07,17.3,19.4
USC00513117,2011-04-08,9.9,20.0
USC00513117,2011-04-09,0.5,23.3
USC00513117,2011-04-10,0.0,23.3
USC00513117,2011-04-11,0.0,22.8
USC00513117,2011-04-12,0.0,22.8
USC00513117,2011-04-13,0.5,19.4
USC00513117,2011-04-14,0.5,22.8
USC00513117,2011-04-15,1.0,20.6
USC00513117,2011-04-16,1.3,21.1
USC00513117,2011-04-17,0.0,22.8
USC00513117,2011-04-18,0.0,22.2
USC00513117,2011-04-19,0.0,22.2
USC00513117,2011-04-20,0.0,21.1
USC00513117,2011-04-21,0.0,21.7
USC00513117,2011-04-22,0.0,22.8
USC00513117,2011-04-23,0.0,23.9
USC00513117,2011-04-24,0.0,22.8
USC00513117,2011-04-25,0.0,23.3
USC00513117,2011-04-26,3.0,22.8
USC00513117,2011-04-27,0.5,23.3
USC00513117,2011-04-28,0.3,23.3
USC00513117,2011-04-29,3.3,22.2
USC00513117,2011-04-30,0.5,21.7
USC00513117,2011-05-01,0.0,23.3
USC00513117,2011-05-02,5.6,23.3
USC00513117,2011-05-03,10.7,21.7
USC00513117,2011-05-04,6.4,22.8
USC00513117,2011-05-05,3.8,22.2
USC00513117,2011-05-06,5.8,22.2
USC00513117,2011-05-07,21.8,22.2
USC00513117,2011-05-08,44.7,20.0
USC00513117,2011-05-09,18.5,23.3
USC00513117,2011-05-10,6.1,22.2
USC00513117,2011-05-11,23.4,21.7
USC00513117,2011-05-12,0.5,23.3
USC00513117,2011-05-13,0.3,23.3
USC00513117,2011-05-14,0.0,24.4
USC00513117,2011-05-15,0.0,22.8
USC00513117,2011-05-16,0.3,23.3
USC00513117,2011-05-17,0.0,22.8
USC00513117,2011-05-18,7.6,21.1
USC00513117,2011-05-19,0.3,21.7
USC00513117,2011-05-20,0.8,23.3
USC00513117,2011-05-21,0.0,23.9
USC00513117,2011-05-22,2.0,23.3
USC00513117,2011-05-23,1.5,23.3
USC00513117,2011-05-24,0.0,23.3
USC00513117,2011-05-25,0.5,23.3
USC00513117,2011-05-26,0.0,23.3
USC00513117,2011-05-27,0.8,23.3
USC00513117,2011-05-28,0.5,24.4
USC00513117,2011-05-29,2.5,24.4
USC00513117,2011-05-30,0.0,23.9
USC00513117,2011-05-31,0.0,23.3
USC00513117,2011-06-01,0.8,23.3
USC00513117,2011-06-02,2.0,23.9
USC00513117,2011-06-03,16.0,21.7
USC00513117,2011-06-04,112.5,20.6
USC00513117,2011-06-05,102.1,20.6
USC00513117,2011-06-06,0.5,23.3
USC00513117,2011-06-07,1.5,21.7
USC00513117,2011-06-08,1.0,23.3
USC00513117,2011-06-09,0.3,23.3
USC00513117,2011-06-10,0.5,23.9
USC00513117,2011-06-11,0.3,22.8
USC00513117,2011-06-12,3.0,22.8
USC00513117,2011-06-13,4.1,22.8
USC00513117,2011-06-14,0.0,23.9
USC00513117,2011-06-15,0.0,23.9
USC00513117,2011-06-16,1.5,23.3
USC00513117,2011-06-17,0.0,23.3
USC00513117,2011-06-18,0.5,23.9
USC00513117,2011-06-19,2.3,23.3
USC00513117,2011-06-20,0.8,22.8
USC00513117,2011-06-21,13.7,22.2
USC00513117,2011-06-22,5.6,23.3
USC00513117,2011-06-23,0.8,22.2
USC00513117,2011-06-24,5.3,23.9
USC00513117,2011-06-25,0.0,24.4
USC00513117,2011-06-26,1.0,23.3
USC00513117,2011-06-27,0.8,23.3
USC00513117,2011-06-28,2.5,23.3
USC00513117,2011-06-29,0.0,23.3
USC00513117,2011-06-30,0.0,23.3
USC00513117,2011-07-01,2.3,23.3
USC00513117,2011-07-02,0.0,23.9
USC00513117,2011-07-03,1.0,24.4
USC00513117,2011-07-04,0.0,23.3
USC00513117,2011-07-05,0.8,23.3
USC00513117,2011-07-06,0.5,24.4
USC00513117,2011-07-07,1.8,22.8
USC00513117,2011-07-08,2.5,23.9
USC00513117,2011-07-09,1.3,23.9
USC00513117,2011-07-10,0.5,24.4
USC00513117,2011-07-11,0.3,23.3
USC00513117,2011-07-12,0.0,23.3
USC00513117,2011-07-13,0.0,23.3
USC00513117,2011-07-14,1.5,22.8
USC00513117,2011-07-15,0.0,23.9
USC00513117,2011-07-16,0.0,23.9
USC00513117,2011-07-17,3.8,23.9
USC00513117,2011-07-18,1.0,23.3
USC00513117,2011-07-19,0.0,23.3
USC00513117,2011-07-20,2.5,21.7
USC00513117,2011-07-21,1.0,23.9
USC00513117,2011-07-22,2.0,23.3
USC00513117,2011-07-23,0.0,23.9
USC00513117,2011-07-24,2.5,21.1
USC00513117,2011-07-25,5.6,23.3
USC00513117,2011-07-26,0.3,23.3
USC00513117,2011-07-27,1.0,23.9
USC00513117,2011-07-28,0.8,23.9
USC00513117,2011-07-29,3.8,23.3
USC00513117,2011-07-30,15.5,23.9
USC00513117,2011-07-31,0.0,24.4
USC00513117,2011-08-01,0.3,23.3
USC00513117,2011-08-02,0.0,23.3
USC00513117,2011-08-03,0.5,23.9
USC00513117,2011-08-04,0.8,23.3
USC00513117,2011-08-05,1.0,23.9
USC00513117,2011-08-06,1.0,23.3
USC00513117,2011-08-07,0.3,24.4
USC00513117,2011-08-08,0.0,23.9
USC00513117,2011-08-09,4.1,24.4
USC00513117,2011-08-10,0.0,23.9
USC00513117,2011-08-11,1.5,23.9
USC00513117,2011-08-12,0.0,23.9
USC00513117,2011-08-13,0.0,24.4
USC00513117,2011-08-14,1.0,23.9
USC00513117,2011-08-15,0.8,23.9
USC00513117,2011-08-16,1.3,23.3
USC00513117,2011-08-17,3.0,23.9
USC00513117,2011-08-18,0.5,23.9
USC00513117,2011-08-19,1.0,23.9
USC00513117,2011-08-20,0.0,24.4
USC00513117,2011-08-21,0.8,23.9
USC00513117,2011-08-22,7.1,22.2
USC00513117,2011-08-23,5.3,23.3
USC00513117,2011-08-24,1.5,23.9
USC00513117,2011-08-25,0.8,23.3
USC00513117,2011-08-26,2.0,23.3
USC00513117,2011-08-27,0.0,25.6
USC00513117,2011-08-28,2.3,23.3
USC00513117,2011-08-29,6.1,24.4
USC00513117,2011-08-30,4.1,23.3
USC00513117,2011-08-31,0.5,24.4
USC00513117,2011-09-01,3.3,25.6
USC00513117,2011-09-17,0.0,25.6
USC00513117,2011-09-18,1.3,24.4
USC00513117,2011-09-19,1.0,24.4
USC00513117,2011-09-20,0.8,23.9
USC00513117,2011-09-21,1.8,24.4
USC00513117,2011-09-22,2.5,23.9
USC00513117,2011-09-23,2.0,22.2
USC00513117,2011-09-24,0.0,25.6
USC00513117,2011-09-26,0.0,21.7
USC00513117,2011-09-27,0.0,24.4
USC00513117,2011-09-28,0.8,23.3
USC00513117,2011-09-29,0.5,24.4
USC00513117,2011-09-30,2.8,23.9
